mod; YYYY/MM/DD; HH:MM:SS; aligned
src; "Omnibus Systems - Omnibase "; "2010/03/28" ; "11:14:07"
chs; "ASCII"
ver; "For help and support contact the Omnibus Support Team"
ifv; "Version 5.0"
dve; "For help and support contact the Omnibus Support Team"
fft; ""
tbl; STOP_POINT
atr; BASE_VERSION; POINT_TYPE; POINT_NO; STOP_POINT_NO; STOP_POINT_DESC
frm; num[11.0]; num[11.0]; num[11.0]; num[11.0]; char[40]
rec;    20100328;           1;       59000;           0;                          "Edward Avenue"
rec;    20100328;           1;       59001;           1;                          "Edward Avenue"
rec;    20100328;           1;       59100;           0;        "Bottom of Queen Victoria Avenue"
rec;    20100328;           1;       59101;           1;        "Bottom of Queen Victoria Avenue"
rec;    20100328;           1;       59200;           0;                 "Goldstone Valley Shops"
rec;    20100328;           1;       59201;           1;                 "Goldstone Valley Shops"
rec;    20100328;           1;       59301;           1;                          "Elizabeth Ave"
rec;    20100328;           1;       59400;           0;                       "Elizabeth Avenue"
rec;    20100328;           1;       59401;           1;                       "Elizabeth Avenue"
rec;    20100328;           1;       59600;           0;                 "Woodland Avenue Bottom"
rec;    20100328;           1;       59601;           1;                 "Woodland Avenue Bottom"
rec;    20100328;           1;       59700;           0;                              "Hove Park"
rec;    20100328;           1;       59701;           1;                              "Hove Park"
rec;    20100328;           1;       59800;           0;                          "Hove Park Way"
rec;    20100328;           1;       59801;           1;                          "Hove Park Way"
rec;    20100328;           1;       59900;           0;                        "Woodruff Avenue"
rec;    20100328;           1;       59901;           1;                        "Woodruff Avenue"
